	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0023431											Anomac_AMAM005010-RA			
OG0023432											Anomac_AMAM002284-RA			
OG0023433											Anomac_AMAM008282-RA			
OG0023434											Anomac_AMAM018079-RA			
OG0023435											Anomac_AMAM003589-RA			
OG0023436											Anomac_AMAM000694-RA			
OG0023437											Anomac_AMAM024082-RA			
OG0023438											Anomac_AMAM000216-RA			
OG0023439											Anomac_AMAM003964-RA			
OG0023440											Anomac_AMAM017921-RA			
OG0023441											Anomac_AMAM012503-RA			
OG0023442											Anomac_AMAM014266-RA			
OG0023443											Anomac_AMAM017707-RA			
OG0023444											Anomac_AMAM018773-RA			
OG0023445											Anomac_AMAM014319-RA			
OG0023446											Anomac_AMAM020801-RA			
OG0023447											Anomac_AMAM003035-RA			
OG0023448											Anomac_AMAM006456-RA			
OG0023449											Anomac_AMAM004042-RA			
OG0023450											Anomac_AMAM019723-RA			
OG0023451											Anomac_AMAM018024-RA			
OG0023452											Anomac_AMAM017599-RA			
OG0023453											Anomac_AMAM005989-RA			
OG0023454											Anomac_AMAM022043-RA			
OG0023455											Anomac_AMAM016835-RA			
OG0023456											Anomac_AMAM012664-RA			
OG0023457											Anomac_AMAM020626-RA			
OG0023458											Anomac_AMAM003435-RA			
OG0023459											Anomac_AMAM022854-RA			
OG0023460											Anomac_AMAM001397-RA			
OG0023461											Anomac_AMAM017194-RA			
OG0023462											Anomac_AMAM001934-RA			
OG0023463											Anomac_AMAM024196-RA			
OG0023464											Anomac_AMAM005885-RA			
OG0023465											Anomac_AMAM022884-RA			
OG0023466											Anomac_AMAM002611-RA			
OG0023467											Anomac_AMAM004506-RA			
OG0023468											Anomac_AMAM018075-RA			
OG0023469											Anomac_AMAM017395-RA			
OG0023470											Anomac_AMAM004321-RA			
OG0023471											Anomac_AMAM008381-RA			
OG0023472											Anomac_AMAM010650-RA			
OG0023473											Anomac_AMAM024169-RA			
OG0023474											Anomac_AMAM022403-RA			
OG0023475											Anomac_AMAM003742-RA			
OG0023476											Anomac_AMAM003181-RA			
OG0023477											Anomac_AMAM000884-RA			
OG0023478											Anomac_AMAM003527-RA			
OG0023479											Anomac_AMAM017710-RA			
OG0023480											Anomac_AMAM010702-RA			
OG0023481											Anomac_AMAM022974-RA			
OG0023482											Anomac_AMAM008338-RA			
OG0023483											Anomac_AMAM016182-RA			
OG0023484											Anomac_AMAM004209-RA			
OG0023485											Anomac_AMAM009259-RA			
OG0023486											Anomac_AMAM000763-RA			
OG0023487											Anomac_AMAM012259-RA			
OG0023488											Anomac_AMAM016636-RA			
OG0023489											Anomac_AMAM022047-RA			
OG0023490											Anomac_AMAM012262-RA			
OG0023491											Anomac_AMAM011013-RA			
OG0023492											Anomac_AMAM000662-RA			
OG0023493											Anomac_AMAM022279-RA			
OG0023494											Anomac_AMAM012687-RA			
OG0023495											Anomac_AMAM001242-RA			
OG0023496											Anomac_AMAM009196-RA			
OG0023497											Anomac_AMAM014701-RA			
OG0023498											Anomac_AMAM023501-RA			
OG0023499											Anomac_AMAM003538-RA			
OG0023500											Anomac_AMAM003429-RA			
OG0023501											Anomac_AMAM005507-RA			
OG0023502											Anomac_AMAM008130-RA			
OG0023503											Anomac_AMAM020298-RA			
OG0023504											Anomac_AMAM001844-RA			
OG0023505											Anomac_AMAM023200-RA			
OG0023506											Anomac_AMAM011622-RA			
OG0023507											Anomac_AMAM015981-RA			
OG0023508											Anomac_AMAM014615-RA			
OG0023509											Anomac_AMAM001680-RA			
OG0023510											Anomac_AMAM016860-RA			
OG0023511											Anomac_AMAM013578-RA			
OG0023512											Anomac_AMAM001868-RA			
OG0023513											Anomac_AMAM010597-RA			
OG0023514											Anomac_AMAM000636-RA			
OG0023515											Anomac_AMAM014257-RA			
OG0023516											Anomac_AMAM000306-RA			
OG0023517											Anomac_AMAM021191-RA			
OG0023518											Anomac_AMAM010815-RA			
OG0023519											Anomac_AMAM002960-RA			
OG0023520											Anomac_AMAM022075-RA			
OG0023521											Anomac_AMAM007735-RA			
OG0023522											Anomac_AMAM024031-RA			
OG0023523											Anomac_AMAM019591-RA			
OG0023524											Anomac_AMAM022615-RA			
OG0023525											Anomac_AMAM012562-RA			
OG0023526											Anomac_AMAM024185-RA			
OG0023527											Anomac_AMAM020010-RA			
OG0023528											Anomac_AMAM017060-RA			
OG0023529											Anomac_AMAM019461-RA			
OG0023530											Anomac_AMAM005967-RA			
OG0023531											Anomac_AMAM017210-RA			
OG0023532											Anomac_AMAM020377-RA			
OG0023533											Anomac_AMAM008025-RA			
OG0023534											Anomac_AMAM009198-RA			
OG0023535											Anomac_AMAM016275-RA			
OG0023536											Anomac_AMAM022850-RA			
OG0023537											Anomac_AMAM003424-RA			
OG0023538											Anomac_AMAM007497-RA			
OG0023539											Anomac_AMAM013854-RA			
OG0023540											Anomac_AMAM014373-RA			
OG0023541											Anomac_AMAM014876-RA			
OG0023542											Anomac_AMAM013236-RA			
OG0023543											Anomac_AMAM011799-RA			
OG0023544											Anomac_AMAM021795-RA			
OG0023545											Anomac_AMAM018188-RA			
OG0023546											Anomac_AMAM021351-RA			
OG0023547											Anomac_AMAM010075-RA			
OG0023548											Anomac_AMAM015529-RA			
OG0023549											Anomac_AMAM010153-RA			
OG0023550											Anomac_AMAM003963-RA			
OG0023551											Anomac_AMAM011583-RA			
OG0023552											Anomac_AMAM003067-RA			
OG0023553											Anomac_AMAM006270-RA			
OG0023554											Anomac_AMAM019979-RA			
OG0023555											Anomac_AMAM016457-RA			
OG0023556											Anomac_AMAM020432-RA			
OG0023557											Anomac_AMAM009921-RA			
OG0023558											Anomac_AMAM018771-RA			
OG0023559											Anomac_AMAM021068-RA			
OG0023560											Anomac_AMAM022304-RA			
OG0023561											Anomac_AMAM015091-RA			
OG0023562											Anomac_AMAM010283-RA			
OG0023563											Anomac_AMAM019883-RA			
OG0023564											Anomac_AMAM021265-RA			
OG0023565											Anomac_AMAM020406-RA			
OG0023566											Anomac_AMAM013567-RA			
OG0023567											Anomac_AMAM011885-RA			
OG0023568											Anomac_AMAM000868-RA			
OG0023569											Anomac_AMAM000643-RA			
OG0023570											Anomac_AMAM010401-RA			
OG0023571											Anomac_AMAM020707-RA			
OG0023572											Anomac_AMAM000031-RA			
OG0023573											Anomac_AMAM017661-RA			
OG0023574											Anomac_AMAM014526-RA			
OG0023575											Anomac_AMAM017032-RA			
OG0023576											Anomac_AMAM017878-RA			
OG0023577											Anomac_AMAM006563-RA			
OG0023578											Anomac_AMAM002880-RA			
OG0023579											Anomac_AMAM015044-RA			
OG0023580											Anomac_AMAM007162-RA			
OG0023581											Anomac_AMAM000963-RA			
OG0023582											Anomac_AMAM012328-RA			
OG0023583											Anomac_AMAM001271-RA			
OG0023584											Anomac_AMAM021014-RA			
OG0023585											Anomac_AMAM004167-RA			
OG0023586											Anomac_AMAM013745-RA			
OG0023587											Anomac_AMAM007732-RA			
OG0023588											Anomac_AMAM006854-RA			
OG0023589											Anomac_AMAM008672-RA			
OG0023590											Anomac_AMAM007621-RA			
OG0023591											Anomac_AMAM010458-RA			
OG0023592											Anomac_AMAM000557-RA			
OG0023593											Anomac_AMAM000679-RA			
OG0023594											Anomac_AMAM012543-RA			
OG0023595											Anomac_AMAM016958-RA			
OG0023596											Anomac_AMAM014474-RA			
OG0023597											Anomac_AMAM015223-RA			
OG0023598											Anomac_AMAM021176-RA			
OG0023599											Anomac_AMAM012313-RA			
OG0023600											Anomac_AMAM023832-RA			
OG0023601											Anomac_AMAM014793-RA			
OG0023602											Anomac_AMAM015167-RA			
OG0023603											Anomac_AMAM001434-RA			
OG0023604											Anomac_AMAM017450-RA			
OG0023605											Anomac_AMAM023517-RA			
OG0023606											Anomac_AMAM016874-RA			
OG0023607											Anomac_AMAM004887-RA			
OG0023608											Anomac_AMAM002576-RA			
OG0023609											Anomac_AMAM008780-RA			
OG0023610											Anomac_AMAM005187-RA			
OG0023611											Anomac_AMAM017302-RA			
OG0023612											Anomac_AMAM009987-RA			
OG0023613											Anomac_AMAM008699-RA			
OG0023614											Anomac_AMAM007240-RA			
OG0023615											Anomac_AMAM012346-RA			
OG0023616											Anomac_AMAM008584-RA			
OG0023617											Anomac_AMAM019641-RA			
OG0023618											Anomac_AMAM003295-RA			
OG0023619											Anomac_AMAM007729-RA			
OG0023620											Anomac_AMAM016317-RA			
OG0023621											Anomac_AMAM000475-RA			
OG0023622											Anomac_AMAM003569-RA			
OG0023623											Anomac_AMAM014195-RA			
OG0023624											Anomac_AMAM008202-RA			
OG0023625											Anomac_AMAM003490-RA			
OG0023626											Anomac_AMAM017731-RA			
OG0023627											Anomac_AMAM024207-RA			
OG0023628											Anomac_AMAM006612-RA			
OG0023629											Anomac_AMAM009172-RA			
OG0023630											Anomac_AMAM016895-RA			
OG0023631											Anomac_AMAM001799-RA			
OG0023632											Anomac_AMAM011488-RA			
OG0023633											Anomac_AMAM022203-RA			
OG0023634											Anomac_AMAM006172-RA			
OG0023635											Anomac_AMAM012507-RA			
OG0023636											Anomac_AMAM023391-RA			
OG0023637											Anomac_AMAM018367-RA			
OG0023638											Anomac_AMAM001596-RA			
OG0023639											Anomac_AMAM012512-RA			
OG0023640											Anomac_AMAM015122-RA			
OG0023641											Anomac_AMAM016861-RA			
OG0023642											Anomac_AMAM011963-RA			
OG0023643											Anomac_AMAM003591-RA			
OG0023644											Anomac_AMAM006308-RA			
OG0023645											Anomac_AMAM010891-RA			
OG0023646											Anomac_AMAM002283-RA			
OG0023647											Anomac_AMAM003012-RA			
OG0023648											Anomac_AMAM021101-RA			
OG0023649											Anomac_AMAM006129-RA			
OG0023650											Anomac_AMAM017629-RA			
OG0023651											Anomac_AMAM009118-RA			
OG0023652											Anomac_AMAM006856-RA			
OG0023653											Anomac_AMAM018890-RA			
OG0023654											Anomac_AMAM021481-RA			
OG0023655											Anomac_AMAM007369-RA			
OG0023656											Anomac_AMAM020846-RA			
OG0023657											Anomac_AMAM007675-RA			
OG0023658											Anomac_AMAM003609-RA			
OG0023659											Anomac_AMAM009289-RA			
OG0023660											Anomac_AMAM022051-RA			
OG0023661											Anomac_AMAM013426-RA			
OG0023662											Anomac_AMAM020230-RA			
OG0023663											Anomac_AMAM002931-RA			
OG0023664											Anomac_AMAM007297-RA			
OG0023665											Anomac_AMAM000108-RA			
OG0023666											Anomac_AMAM005293-RA			
OG0023667											Anomac_AMAM000750-RA			
OG0023668											Anomac_AMAM019410-RA			
OG0023669											Anomac_AMAM011817-RA			
OG0023670											Anomac_AMAM019398-RA			
OG0023671											Anomac_AMAM016288-RA			
OG0023672											Anomac_AMAM009292-RA			
OG0023673											Anomac_AMAM018691-RA			
OG0023674											Anomac_AMAM018752-RA			
OG0023675											Anomac_AMAM012872-RA			
OG0023676											Anomac_AMAM007652-RA			
OG0023677											Anomac_AMAM006982-RA			
OG0023678											Anomac_AMAM005526-RA			
OG0023679											Anomac_AMAM005569-RA			
OG0023680											Anomac_AMAM005295-RA			
OG0023681											Anomac_AMAM014388-RA			
OG0023682											Anomac_AMAM008715-RA			
OG0023683											Anomac_AMAM005621-RA			
OG0023684											Anomac_AMAM021569-RA			
OG0023685											Anomac_AMAM021517-RA			
OG0023686											Anomac_AMAM004035-RA			
OG0023687											Anomac_AMAM010367-RA			
OG0023688											Anomac_AMAM006704-RA			
OG0023689											Anomac_AMAM013099-RA			
OG0023690											Anomac_AMAM013629-RA			
OG0023691											Anomac_AMAM014579-RA			
OG0023692											Anomac_AMAM000669-RA			
OG0023693											Anomac_AMAM006498-RA			
OG0023694											Anomac_AMAM007401-RA			
OG0023695												Anomin_AMIN014225-RA		
OG0023696												Anomin_AMIN014226-RA		
OG0023697												Anomin_AMIN014227-RA		
OG0023698												Anomin_AMIN014228-RA		
OG0023699												Anomin_AMIN014229-RA		
OG0023700												Anomin_AMIN002244-RA		
OG0023701												Anomin_AMIN002295-RA		
OG0023702												Anomin_AMIN002299-RA		
OG0023703												Anomin_AMIN014232-RA		
OG0023704												Anomin_AMIN014233-RA		
OG0023705												Anomin_AMIN014234-RA		
OG0023706												Anomin_AMIN014235-RA		
OG0023707												Anomin_AMIN002373-RA		
OG0023708												Anomin_AMIN014237-RA		
OG0023709												Anomin_AMIN002413-RA		
OG0023710												Anomin_AMIN014238-RA		
OG0023711												Anomin_AMIN014239-RA		
OG0023712												Anomin_AMIN002462-RA		
OG0023713												Anomin_AMIN002485-RA		
OG0023714												Anomin_AMIN002486-RA		
OG0023715												Anomin_AMIN002501-RA		
OG0023716												Anomin_AMIN014240-RA		
OG0023717												Anomin_AMIN014241-RA		
OG0023718												Anomin_AMIN002520-RA		
OG0023719												Anomin_AMIN002528-RA		
OG0023720												Anomin_AMIN014242-RA		
OG0023721												Anomin_AMIN014244-RA		
OG0023722												Anomin_AMIN014245-RA		
OG0023723												Anomin_AMIN014246-RA		
OG0023724												Anomin_AMIN002603-RA		
OG0023725												Anomin_AMIN002608-RA		
OG0023726												Anomin_AMIN014247-RA		
OG0023727												Anomin_AMIN014248-RA		
OG0023728												Anomin_AMIN002619-RA		
OG0023729												Anomin_AMIN014249-RA		
OG0023730												Anomin_AMIN014250-RA		
OG0023731												Anomin_AMIN014251-RA		
OG0023732												Anomin_AMIN014253-RA		
OG0023733												Anomin_AMIN014254-RA		
OG0023734												Anomin_AMIN014255-RA		
OG0023735												Anomin_AMIN002711-RA		
OG0023736												Anomin_AMIN002718-RA		
OG0023737												Anomin_AMIN002732-RA		
OG0023738												Anomin_AMIN014257-RA		
OG0023739												Anomin_AMIN014258-RA		
OG0023740												Anomin_AMIN014260-RA		
OG0023741												Anomin_AMIN002788-RA		
OG0023742												Anomin_AMIN002800-RA		
OG0023743												Anomin_AMIN002803-RA		
OG0023744												Anomin_AMIN014261-RA		
OG0023745												Anomin_AMIN002850-RA		
OG0023746												Anomin_AMIN002858-RA		
OG0023747												Anomin_AMIN002859-RA		
OG0023748												Anomin_AMIN002862-RA		
OG0023749												Anomin_AMIN002867-RA		
OG0023750												Anomin_AMIN014262-RB		
OG0023751												Anomin_AMIN002903-RA		
OG0023752												Anomin_AMIN014264-RA		
OG0023753												Anomin_AMIN002906-RA		
OG0023754												Anomin_AMIN002955-RA		
OG0023755												Anomin_AMIN014266-RA		
OG0023756												Anomin_AMIN002965-RA		
OG0023757												Anomin_AMIN002969-RA		
OG0023758												Anomin_AMIN002972-RA		
OG0023759												Anomin_AMIN002974-RA		
OG0023760												Anomin_AMIN002975-RA		
OG0023761												Anomin_AMIN014268-RA		
OG0023762												Anomin_AMIN014269-RA		
OG0023763												Anomin_AMIN014270-RA		
OG0023764												Anomin_AMIN003017-RA		
OG0023765												Anomin_AMIN003019-RA		
OG0023766												Anomin_AMIN014271-RA		
OG0023767												Anomin_AMIN003041-RA		
OG0023768												Anomin_AMIN014273-RA		
OG0023769												Anomin_AMIN003061-RA		
OG0023770												Anomin_AMIN014274-RA		
OG0023771												Anomin_AMIN014275-RA		
OG0023772												Anomin_AMIN003080-RA		
OG0023773												Anomin_AMIN014277-RA		
OG0023774												Anomin_AMIN014278-RA		
OG0023775												Anomin_AMIN014280-RA		
OG0023776												Anomin_AMIN003114-RA		
OG0023777												Anomin_AMIN014283-RA		
OG0023778												Anomin_AMIN003135-RA		
OG0023779												Anomin_AMIN014284-RA		
OG0023780												Anomin_AMIN014285-RA		
OG0023781												Anomin_AMIN014286-RA		
OG0023782												Anomin_AMIN003204-RA		
OG0023783												Anomin_AMIN014288-RA		
OG0023784												Anomin_AMIN014291-RA		
OG0023785												Anomin_AMIN003283-RA		
OG0023786												Anomin_AMIN003287-RA		
OG0023787												Anomin_AMIN014292-RA		
OG0023788												Anomin_AMIN003295-RA		
OG0023789												Anomin_AMIN014293-RA		
OG0023790												Anomin_AMIN014294-RA		
OG0023791												Anomin_AMIN003307-RA		
OG0023792												Anomin_AMIN014296-RA		
OG0023793												Anomin_AMIN003321-RA		
OG0023794												Anomin_AMIN003322-RA		
OG0023795												Anomin_AMIN014297-RA		
OG0023796												Anomin_AMIN003362-RA		
OG0023797												Anomin_AMIN014298-RA		
OG0023798												Anomin_AMIN003389-RA		
OG0023799												Anomin_AMIN014299-RA		
OG0023800												Anomin_AMIN014300-RB		
OG0023801												Anomin_AMIN014301-RA		
OG0023802												Anomin_AMIN003444-RA		
OG0023803												Anomin_AMIN014302-RA		
OG0023804												Anomin_AMIN014303-RA		
OG0023805												Anomin_AMIN014305-RA		
OG0023806												Anomin_AMIN014306-RA		
OG0023807												Anomin_AMIN014307-RA		
OG0023808												Anomin_AMIN014308-RB		
OG0023809												Anomin_AMIN014309-RC		
OG0023810												Anomin_AMIN014310-RA		
OG0023811												Anomin_AMIN003563-RA		
OG0023812												Anomin_AMIN003579-RA		
OG0023813												Anomin_AMIN014311-RA		
OG0023814												Anomin_AMIN014312-RA		
OG0023815												Anomin_AMIN014313-RA		
OG0023816												Anomin_AMIN003626-RA		
OG0023817												Anomin_AMIN014314-RA		
OG0023818												Anomin_AMIN003667-RA		
OG0023819												Anomin_AMIN014315-RA		
OG0023820												Anomin_AMIN003683-RA		
OG0023821												Anomin_AMIN014316-RA		
OG0023822												Anomin_AMIN003697-RA		
OG0023823												Anomin_AMIN014317-RA		
OG0023824												Anomin_AMIN014318-RA		
OG0023825												Anomin_AMIN014319-RA		
OG0023826												Anomin_AMIN003753-RA		
OG0023827												Anomin_AMIN014320-RB		
OG0023828												Anomin_AMIN014321-RA		
OG0023829												Anomin_AMIN014322-RA		
OG0023830												Anomin_AMIN014324-RB		
OG0023831												Anomin_AMIN014327-RA		
OG0023832												Anomin_AMIN014328-RA		
OG0023833												Anomin_AMIN003895-RA		
OG0023834												Anomin_AMIN014329-RA		
OG0023835												Anomin_AMIN003906-RA		
OG0023836												Anomin_AMIN014331-RA		
OG0023837												Anomin_AMIN014332-RA		
OG0023838												Anomin_AMIN014334-RA		
OG0023839												Anomin_AMIN003980-RA		
OG0023840												Anomin_AMIN014335-RA		
OG0023841												Anomin_AMIN014338-RA		
OG0023842												Anomin_AMIN014339-RA		
OG0023843												Anomin_AMIN014340-RA		
OG0023844												Anomin_AMIN014341-RA		
OG0023845												Anomin_AMIN014342-RA		
OG0023846												Anomin_AMIN004184-RA		
OG0023847												Anomin_AMIN014343-RA		
OG0023848												Anomin_AMIN014344-RA		
OG0023849												Anomin_AMIN014345-RA		
OG0023850												Anomin_AMIN004245-RA		
OG0023851												Anomin_AMIN004290-RA		
OG0023852												Anomin_AMIN014346-RA		
OG0023853												Anomin_AMIN004355-RA		
OG0023854												Anomin_AMIN004372-RA		
OG0023855												Anomin_AMIN004385-RA		
OG0023856												Anomin_AMIN014347-RA		
OG0023857												Anomin_AMIN014349-RA		
OG0023858												Anomin_AMIN014350-RA		
OG0023859												Anomin_AMIN014351-RA		
OG0023860												Anomin_AMIN014352-RA		
OG0023861												Anomin_AMIN004534-RA		
OG0023862												Anomin_AMIN014356-RA		
OG0023863												Anomin_AMIN014360-RA		
OG0023864												Anomin_AMIN004636-RA		
OG0023865												Anomin_AMIN004642-RA		
OG0023866												Anomin_AMIN014361-RA		
OG0023867												Anomin_AMIN014364-RA		
OG0023868												Anomin_AMIN014365-RA		
OG0023869												Anomin_AMIN014366-RA		
OG0023870												Anomin_AMIN004712-RA		
OG0023871												Anomin_AMIN014367-RA		
OG0023872												Anomin_AMIN014368-RA		
OG0023873												Anomin_AMIN014369-RA		
OG0023874												Anomin_AMIN014370-RA		
OG0023875												Anomin_AMIN014371-RA		
OG0023876												Anomin_AMIN004758-RA		
OG0023877												Anomin_AMIN014372-RA		
OG0023878												Anomin_AMIN014373-RA		
OG0023879												Anomin_AMIN004784-RA		
OG0023880												Anomin_AMIN014374-RA		
OG0023881												Anomin_AMIN004821-RA		
OG0023882												Anomin_AMIN014375-RA		
OG0023883												Anomin_AMIN014376-RA		
OG0023884												Anomin_AMIN014377-RA		
OG0023885												Anomin_AMIN014378-RA		
OG0023886												Anomin_AMIN014380-RA		
OG0023887												Anomin_AMIN014765-RA		
OG0023888												Anomin_AMIN014768-RA		
OG0023889												Anomin_AMIN009908-RA		
OG0023890												Anomin_AMIN014769-RA		
OG0023891												Anomin_AMIN009917-RA		
OG0023892												Anomin_AMIN009932-RA		
OG0023893												Anomin_AMIN014771-RA		
OG0023894												Anomin_AMIN014772-RA		
OG0023895												Anomin_AMIN014773-RA		
OG0023896												Anomin_AMIN014774-RA		
OG0023897												Anomin_AMIN014775-RA		
OG0023898												Anomin_AMIN010002-RA		
OG0023899												Anomin_AMIN014776-RA		
OG0023900												Anomin_AMIN010007-RA		
OG0023901												Anomin_AMIN014777-RA		
OG0023902												Anomin_AMIN010017-RA		
OG0023903												Anomin_AMIN010018-RA		
OG0023904												Anomin_AMIN014778-RA		
OG0023905												Anomin_AMIN010019-RA		
OG0023906												Anomin_AMIN010023-RA		
OG0023907												Anomin_AMIN014779-RA		
OG0023908												Anomin_AMIN014780-RA		
OG0023909												Anomin_AMIN014781-RA		
OG0023910												Anomin_AMIN014782-RA		
OG0023911												Anomin_AMIN014783-RA		
OG0023912												Anomin_AMIN010101-RA		
OG0023913												Anomin_AMIN014784-RA		
OG0023914												Anomin_AMIN014785-RC		
OG0023915												Anomin_AMIN014786-RA		
OG0023916												Anomin_AMIN014787-RA		
OG0023917												Anomin_AMIN014788-RA		
OG0023918												Anomin_AMIN010196-RA		
OG0023919												Anomin_AMIN014789-RA		
OG0023920												Anomin_AMIN014790-RA		
OG0023921												Anomin_AMIN014791-RA		
OG0023922												Anomin_AMIN014463-RA		
OG0023923												Anomin_AMIN014139-RA		
OG0023924												Anomin_AMIN014140-RA		
OG0023925												Anomin_AMIN014141-RA		
OG0023926												Anomin_AMIN014142-RA		
OG0023927												Anomin_AMIN014143-RA		
OG0023928												Anomin_AMIN001366-RA		
OG0023929												Anomin_AMIN014144-RA		
OG0023930												Anomin_AMIN014145-RA		
OG0023931												Anomin_AMIN014146-RA		
OG0023932												Anomin_AMIN014147-RA		
OG0023933												Anomin_AMIN014148-RA		
OG0023934												Anomin_AMIN014151-RA		
OG0023935												Anomin_AMIN014153-RA		
OG0023936												Anomin_AMIN014155-RA		
OG0023937												Anomin_AMIN014156-RA		
OG0023938												Anomin_AMIN001524-RA		
OG0023939												Anomin_AMIN014158-RB		
OG0023940												Anomin_AMIN014159-RA		
OG0023941												Anomin_AMIN014160-RA		
OG0023942												Anomin_AMIN014161-RA		
OG0023943												Anomin_AMIN001559-RA		
OG0023944												Anomin_AMIN014103-RA		
OG0023945												Anomin_AMIN014104-RA		
OG0023946												Anomin_AMIN014567-RA		
OG0023947												Anomin_AMIN014566-RA		
OG0023948												Anomin_AMIN014568-RA		
OG0023949												Anomin_AMIN014569-RA		
OG0023950												Anomin_AMIN014571-RA		
OG0023951												Anomin_AMIN014573-RA		
OG0023952												Anomin_AMIN014574-RA		
OG0023953												Anomin_AMIN014575-RA		
OG0023954												Anomin_AMIN014576-RA		
OG0023955												Anomin_AMIN014577-RA		
OG0023956												Anomin_AMIN007396-RA		
OG0023957												Anomin_AMIN014579-RA		
OG0023958												Anomin_AMIN014580-RA		
OG0023959												Anomin_AMIN007401-RA		
OG0023960												Anomin_AMIN014581-RA		
OG0023961												Anomin_AMIN014582-RA		
OG0023962												Anomin_AMIN007426-RA		
OG0023963												Anomin_AMIN014583-RA		
OG0023964												Anomin_AMIN014585-RA		
OG0023965												Anomin_AMIN014586-RA		
OG0023966												Anomin_AMIN014588-RA		
OG0023967												Anomin_AMIN014589-RA		
OG0023968												Anomin_AMIN007470-RA		
OG0023969												Anomin_AMIN014590-RA		
OG0023970												Anomin_AMIN014591-RA		
OG0023971												Anomin_AMIN007499-RA		
OG0023972												Anomin_AMIN009160-RA		
OG0023973												Anomin_AMIN014717-RA		
OG0023974												Anomin_AMIN014718-RA		
OG0023975												Anomin_AMIN014719-RA		
OG0023976												Anomin_AMIN009231-RA		
OG0023977												Anomin_AMIN014720-RA		
OG0023978												Anomin_AMIN014721-RA		
OG0023979												Anomin_AMIN009281-RA		
OG0023980												Anomin_AMIN009299-RA		
OG0023981												Anomin_AMIN009311-RA		
OG0023982												Anomin_AMIN009318-RA		
OG0023983												Anomin_AMIN014725-RA		
OG0023984												Anomin_AMIN009350-RA		
OG0023985												Anomin_AMIN009363-RA		
OG0023986												Anomin_AMIN006852-RA		
OG0023987												Anomin_AMIN006886-RA		
OG0023988												Anomin_AMIN014536-RA		
OG0023989												Anomin_AMIN014537-RA		
OG0023990												Anomin_AMIN014538-RA		
OG0023991												Anomin_AMIN014539-RA		
OG0023992												Anomin_AMIN014540-RA		
OG0023993												Anomin_AMIN006929-RA		
OG0023994												Anomin_AMIN014541-RA		
OG0023995												Anomin_AMIN014543-RA		
OG0023996												Anomin_AMIN006954-RA		
OG0023997												Anomin_AMIN014544-RA		
OG0023998												Anomin_AMIN014545-RA		
OG0023999												Anomin_AMIN006964-RA		
OG0024000												Anomin_AMIN014546-RA		
OG0024001												Anomin_AMIN014547-RA		
OG0024002												Anomin_AMIN007053-RA		
OG0024003												Anomin_AMIN006663-RA		
OG0024004												Anomin_AMIN014525-RA		
OG0024005												Anomin_AMIN014526-RA		
OG0024006												Anomin_AMIN014527-RA		
OG0024007												Anomin_AMIN006682-RA		
OG0024008												Anomin_AMIN014528-RA		
OG0024009												Anomin_AMIN014529-RB		
OG0024010												Anomin_AMIN006732-RA		
OG0024011												Anomin_AMIN014530-RA		
OG0024012												Anomin_AMIN014531-RA		
OG0024013												Anomin_AMIN006765-RA		
OG0024014												Anomin_AMIN006773-RA		
OG0024015												Anomin_AMIN014532-RA		
OG0024016												Anomin_AMIN006780-RA		
OG0024017												Anomin_AMIN014533-RA		
OG0024018												Anomin_AMIN006787-RA		
OG0024019												Anomin_AMIN006789-RA		
OG0024020												Anomin_AMIN006791-RA		
OG0024021												Anomin_AMIN014534-RA		
OG0024022												Anomin_AMIN006841-RA		
OG0024023												Anomin_AMIN014535-RA		
OG0024024												Anomin_AMIN006843-RA		
OG0024025												Anomin_AMIN000983-RA		
OG0024026												Anomin_AMIN014101-RA		
OG0024027												Anomin_AMIN001038-RA		
OG0024028												Anomin_AMIN014102-RA		
OG0024029												Anomin_AMIN014548-RB		
OG0024030												Anomin_AMIN014766-RA		
OG0024031												Anomin_AMIN001959-RA		
OG0024032												Anomin_AMIN014202-RA		
OG0024033												Anomin_AMIN014203-RA		
OG0024034												Anomin_AMIN014204-RA		
OG0024035												Anomin_AMIN001991-RA		
OG0024036												Anomin_AMIN001997-RA		
OG0024037												Anomin_AMIN014205-RA		
OG0024038												Anomin_AMIN002011-RA		
OG0024039												Anomin_AMIN014206-RA		
OG0024040												Anomin_AMIN014207-RA		
OG0024041												Anomin_AMIN014208-RA		
OG0024042												Anomin_AMIN014209-RA		
OG0024043												Anomin_AMIN010205-RA		
OG0024044												Anomin_AMIN010220-RA		
OG0024045												Anomin_AMIN014794-RA		
OG0024046												Anomin_AMIN014795-RA		
OG0024047												Anomin_AMIN010285-RA		
OG0024048												Anomin_AMIN014797-RC		
OG0024049												Anomin_AMIN010296-RA		
OG0024050												Anomin_AMIN010327-RA		
OG0024051												Anomin_AMIN014799-RA		
OG0024052												Anomin_AMIN014800-RA		
OG0024053												Anomin_AMIN010329-RA		
OG0024054												Anomin_AMIN014801-RA		
OG0024055												Anomin_AMIN010357-RA		
OG0024056												Anomin_AMIN010364-RA		
OG0024057												Anomin_AMIN010370-RA		
OG0024058												Anomin_AMIN010373-RA		
OG0024059												Anomin_AMIN014802-RA		
OG0024060												Anomin_AMIN014804-RA		
OG0024061												Anomin_AMIN010491-RA		
OG0024062												Anomin_AMIN014805-RA		
OG0024063												Anomin_AMIN010512-RA		
