gene	orthogroup	ref_sps	relative_age	outgroup_sps
Sarc|SARC_09116T0	OG0001730	Hsap	13.0	Hsap,Atha
Ihof|evm3s274	OG0001730	Hsap	13.0	Hsap,Atha
Tthe|EAS02085	OG0001730	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_132597	OG0001730	Hsap	13.0	Hsap,Atha
Spun|SPPG_08044T0	OG0001730	Hsap	13.0	Hsap,Atha
Aque|PAC15716797	OG0001730	Hsap	13.0	Hsap,Atha
Spom|SPBC106.11c.1	OG0001730	Hsap	13.0	Hsap,Atha
Cneo|CNAG_03493T0	OG0001730	Hsap	13.0	Hsap,Atha
Sarc|SARC_04383T0	OG0001730	Hsap	13.0	Hsap,Atha
Hsap|ENST00000374284	OG0001730	Hsap	13.0	Hsap,Atha
Aque|PAC15728466	OG0001730	Hsap	13.0	Hsap,Atha
Aque|PAC15728467	OG0001730	Hsap	13.0	Hsap,Atha
Cvar|estExt_fgenesh3_pg.C_70197	OG0001730	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000007583	OG0001730	Hsap	13.0	Hsap,Atha
Ppat|PP1S14_103V6.1	OG0001730	Hsap	13.0	Hsap,Atha
Cfra|CFRG2611T1	OG0001730	Hsap	13.0	Hsap,Atha
Ppat|PP1S55_260V6.1	OG0001730	Hsap	13.0	Hsap,Atha
Tthe|EDK31616	OG0001730	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000017956	OG0001730	Hsap	13.0	Hsap,Atha
Nk52|evm6s628	OG0001730	Hsap	13.0	Hsap,Atha
Ppat|PP1S194_151V6.1	OG0001730	Hsap	13.0	Hsap,Atha
Tthe|EAR86444	OG0001730	Hsap	13.0	Hsap,Atha
Crei|EDP05264	OG0001730	Hsap	13.0	Hsap,Atha
Skow|rna10741	OG0001730	Hsap	13.0	Hsap,Atha
Skow|rna10743	OG0001730	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000007417	OG0001730	Hsap	13.0	Hsap,Atha
Clim|evm44s235	OG0001730	Hsap	13.0	Hsap,Atha
Aque|PAC15717736	OG0001730	Hsap	13.0	Hsap,Atha
Lgig|LotgiT237716	OG0001730	Hsap	13.0	Hsap,Atha
Tthe|EAR90798	OG0001730	Hsap	13.0	Hsap,Atha
Pinf|PITG_20138T0	OG0001730	Hsap	13.0	Hsap,Atha
Tadh|TriadT58423	OG0001730	Hsap	13.0	Hsap,Atha
Tadh|TriadT58422	OG0001730	Hsap	13.0	Hsap,Atha
Skow|rna14922	OG0001731	Hsap	6.0	Hsap,Ocar
Hsap|ENST00000410115	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO30243	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE612	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE14876	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE5225	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna5272	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO44024	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19914	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna16638	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19494	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO38881	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE5559	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna7755	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE23557	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO35974	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna32225	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna23888	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE20884	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE15594	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna18548	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna27689	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna30836	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna1544	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna20472	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19495	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna14969	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna4254	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19486	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO41484	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE11238	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19319	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna23193	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19485	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE24767	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna22651	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna29281	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna29280	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna11991	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna11992	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna9025	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna19352	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE22705	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna8220	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna27690	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna17048	OG0001731	Hsap	6.0	Hsap,Ocar
Mlei|ML02094a-RA	OG0001731	Hsap	6.0	Hsap,Ocar
Nvec|EDO44835	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna27687	OG0001731	Hsap	6.0	Hsap,Ocar
Aipt|AIPGENE19920	OG0001731	Hsap	6.0	Hsap,Ocar
Skow|rna2128	OG0001731	Hsap	6.0	Hsap,Ocar
Nk52|evm10s355	OG0001732	Hsap	13.0	Hsap,Atha
Ppal|EFA75884	OG0001732	Hsap	13.0	Hsap,Atha
Ihof|evm1s805	OG0001732	Hsap	13.0	Hsap,Atha
Tgon|TGME49_079370	OG0001732	Hsap	13.0	Hsap,Atha
Nvec|EDO36860	OG0001732	Hsap	13.0	Hsap,Atha
Cneo|CNAG_04253T0	OG0001732	Hsap	13.0	Hsap,Atha
Spun|SPPG_03647T0	OG0001732	Hsap	13.0	Hsap,Atha
Hsap|ENST00000421852	OG0001732	Hsap	13.0	Hsap,Atha
Aque|PAC15711109	OG0001732	Hsap	13.0	Hsap,Atha
Atha|AT4G17790.1	OG0001732	Hsap	13.0	Hsap,Atha
Dmel|FBtr0074487	OG0001732	Hsap	13.0	Hsap,Atha
Ppat|PP1S15_433V6.6	OG0001732	Hsap	13.0	Hsap,Atha
Sarc|SARC_13816T0	OG0001732	Hsap	13.0	Hsap,Atha
Sros|EGD72347	OG0001732	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE14476	OG0001732	Hsap	13.0	Hsap,Atha
Mver|MVEG_02175T0	OG0001732	Hsap	13.0	Hsap,Atha
Nk52|evm40s745	OG0001732	Hsap	13.0	Hsap,Atha
Cneo|CNAG_04992T0	OG0001732	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_71420	OG0001732	Hsap	13.0	Hsap,Atha
Sarc|SARC_08321T0	OG0001732	Hsap	13.0	Hsap,Atha
Ppat|PP1S54_178V6.1	OG0001732	Hsap	13.0	Hsap,Atha
Skow|rna32709	OG0001732	Hsap	13.0	Hsap,Atha
Tadh|TriadT18570	OG0001732	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_33774	OG0001732	Hsap	13.0	Hsap,Atha
Ngru|EFC48466	OG0001732	Hsap	13.0	Hsap,Atha
Pinf|PITG_01822T0	OG0001732	Hsap	13.0	Hsap,Atha
Tthe|EAR98482	OG0001732	Hsap	13.0	Hsap,Atha
Pinf|PITG_04424T0	OG0001732	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000010397	OG0001732	Hsap	13.0	Hsap,Atha
Lgig|LotgiT178330	OG0001732	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE24422	OG0001732	Hsap	13.0	Hsap,Atha
Atha|AT4G09580.1	OG0001732	Hsap	13.0	Hsap,Atha
Ddis|DDB0167276	OG0001732	Hsap	13.0	Hsap,Atha
Tthe|EAS04539	OG0001732	Hsap	13.0	Hsap,Atha
Atha|AT1G71940.2	OG0001732	Hsap	13.0	Hsap,Atha
Mver|MVEG_07414T0	OG0001732	Hsap	13.0	Hsap,Atha
Clim|evm34s158	OG0001732	Hsap	13.0	Hsap,Atha
Cfra|CFRG2100T1	OG0001732	Hsap	13.0	Hsap,Atha
Cfra|CFRG3924T1	OG0001732	Hsap	13.0	Hsap,Atha
Ppat|PP1S64_151V6.1	OG0001732	Hsap	13.0	Hsap,Atha
Mver|MVEG_02947T0	OG0001732	Hsap	13.0	Hsap,Atha
Nvec|EDO48921	OG0001732	Hsap	13.0	Hsap,Atha
Hsap|ENST00000611268	OG0001732	Hsap	13.0	Hsap,Atha
Tadh|TriadT21897	OG0001732	Hsap	13.0	Hsap,Atha
Cvar|gw1.7.130.1	OG0001732	Hsap	13.0	Hsap,Atha
Falb|H696_03430T0	OG0001732	Hsap	13.0	Hsap,Atha
Skow|rna31014	OG0001732	Hsap	13.0	Hsap,Atha
Pinf|PITG_15954T0	OG0001732	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_2_00307	OG0001732	Hsap	13.0	Hsap,Atha
Sarc|SARC_09559T0	OG0001732	Hsap	13.0	Hsap,Atha
Sros|EGD73201	OG0001732	Hsap	13.0	Hsap,Atha
Aque|PAC15706416	OG0001733	Hsap	13.0	Hsap,Atha
Sarc|SARC_13767T0	OG0001733	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_91267	OG0001733	Hsap	13.0	Hsap,Atha
Atha|AT2G21470.2	OG0001733	Hsap	13.0	Hsap,Atha
Gpro|mRNA_14524	OG0001733	Hsap	13.0	Hsap,Atha
Cowc|CAOG_01075T0	OG0001733	Hsap	13.0	Hsap,Atha
Cneo|CNAG_05896T0	OG0001733	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE18276	OG0001733	Hsap	13.0	Hsap,Atha
Sarc|SARC_06557T0	OG0001733	Hsap	13.0	Hsap,Atha
Tthe|EAR92592	OG0001733	Hsap	13.0	Hsap,Atha
Falb|H696_04577T0	OG0001733	Hsap	13.0	Hsap,Atha
Skow|rna2026	OG0001733	Hsap	13.0	Hsap,Atha
Ocar|g5045	OG0001733	Hsap	13.0	Hsap,Atha
Ocar|g5319	OG0001733	Hsap	13.0	Hsap,Atha
Cvar|fgenesh3_pg.C_scaffold_18000062	OG0001733	Hsap	13.0	Hsap,Atha
Crei|EDP05050	OG0001733	Hsap	13.0	Hsap,Atha
Ngru|EFC47057	OG0001733	Hsap	13.0	Hsap,Atha
Sarc|SARC_11952T0	OG0001733	Hsap	13.0	Hsap,Atha
Ihof|evm21s24	OG0001733	Hsap	13.0	Hsap,Atha
Clim|evm18s166	OG0001733	Hsap	13.0	Hsap,Atha
Spom|SPBC16H5.03c.1	OG0001733	Hsap	13.0	Hsap,Atha
Ngru|EFC49389	OG0001733	Hsap	13.0	Hsap,Atha
Esil|Esi0109_0076.1	OG0001733	Hsap	13.0	Hsap,Atha
Ppat|PP1S197_66V6.1	OG0001733	Hsap	13.0	Hsap,Atha
Ppat|PP1S54_122V6.1	OG0001733	Hsap	13.0	Hsap,Atha
Dmel|FBtr0076734	OG0001733	Hsap	13.0	Hsap,Atha
Esil|Esi0109_0080.1	OG0001733	Hsap	13.0	Hsap,Atha
Mver|MVEG_10776T0	OG0001733	Hsap	13.0	Hsap,Atha
Ngru|EFC36649	OG0001733	Hsap	13.0	Hsap,Atha
Tadh|TriadT24020	OG0001733	Hsap	13.0	Hsap,Atha
Mbre|EDQ87356	OG0001733	Hsap	13.0	Hsap,Atha
Cvar|e_gw1.24.54.1	OG0001733	Hsap	13.0	Hsap,Atha
Pinf|PITG_05479T0	OG0001733	Hsap	13.0	Hsap,Atha
Cfra|CFRG7241T1	OG0001733	Hsap	13.0	Hsap,Atha
Tgon|TGME49_111500	OG0001733	Hsap	13.0	Hsap,Atha
Nk52|evm7s1779	OG0001733	Hsap	13.0	Hsap,Atha
Spun|SPPG_01783T0	OG0001733	Hsap	13.0	Hsap,Atha
Nvec|EDO46454	OG0001733	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE3498	OG0001733	Hsap	13.0	Hsap,Atha
Hsap|ENST00000246548	OG0001733	Hsap	13.0	Hsap,Atha
Mlei|ML034662a-RA	OG0001733	Hsap	13.0	Hsap,Atha
Tthe|EAR91589	OG0001733	Hsap	13.0	Hsap,Atha
Ttra|AMSG_01869T0	OG0001733	Hsap	13.0	Hsap,Atha
Skow|rna14936	OG0001733	Hsap	13.0	Hsap,Atha
Ddis|DDB0302360	OG0001733	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000002733	OG0001733	Hsap	13.0	Hsap,Atha
Sros|EGD75511	OG0001733	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000031115	OG0001733	Hsap	13.0	Hsap,Atha
Aque|PAC15728046	OG0001733	Hsap	13.0	Hsap,Atha
Ppal|EFA83622	OG0001733	Hsap	13.0	Hsap,Atha
Lgig|LotgiT178117	OG0001733	Hsap	13.0	Hsap,Atha
Nk52|evm42s1705	OG0001734	Hsap	13.0	Hsap,Atha
Crei|EDP02627	OG0001734	Hsap	13.0	Hsap,Atha
Nvec|EDO33982	OG0001734	Hsap	13.0	Hsap,Atha
Clim|evm6s206	OG0001734	Hsap	13.0	Hsap,Atha
Lgig|LotgiT175808	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_10482T0	OG0001734	Hsap	13.0	Hsap,Atha
Skow|rna24427	OG0001734	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000007355	OG0001734	Hsap	13.0	Hsap,Atha
Sros|EGD72640	OG0001734	Hsap	13.0	Hsap,Atha
Gpro|mRNA_833	OG0001734	Hsap	13.0	Hsap,Atha
Cneo|CNAG_00661T0	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_05940T0	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_16495T0	OG0001734	Hsap	13.0	Hsap,Atha
Esil|Esi0024_0097.1	OG0001734	Hsap	13.0	Hsap,Atha
Tadh|TriadT52108	OG0001734	Hsap	13.0	Hsap,Atha
Nvec|EDO29914	OG0001734	Hsap	13.0	Hsap,Atha
Mver|MVEG_09149T0	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_11831T0	OG0001734	Hsap	13.0	Hsap,Atha
Ocar|g1033	OG0001734	Hsap	13.0	Hsap,Atha
Spom|SPBC1734.15.1	OG0001734	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000003186	OG0001734	Hsap	13.0	Hsap,Atha
Spun|SPPG_03301T0	OG0001734	Hsap	13.0	Hsap,Atha
Aque|PAC15725509	OG0001734	Hsap	13.0	Hsap,Atha
Gpro|mRNA_4618	OG0001734	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000001012	OG0001734	Hsap	13.0	Hsap,Atha
Sros|EGD72220	OG0001734	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE15949	OG0001734	Hsap	13.0	Hsap,Atha
Lgig|LotgiT144192	OG0001734	Hsap	13.0	Hsap,Atha
Mver|MVEG_00342T0	OG0001734	Hsap	13.0	Hsap,Atha
Nk52|evm9s78	OG0001734	Hsap	13.0	Hsap,Atha
Mver|MVEG_10013T0	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_18253T0	OG0001734	Hsap	13.0	Hsap,Atha
Mbre|EDQ85398	OG0001734	Hsap	13.0	Hsap,Atha
Lgig|LotgiT144178	OG0001734	Hsap	13.0	Hsap,Atha
Sros|EGD83475	OG0001734	Hsap	13.0	Hsap,Atha
Cneo|CNAG_06068T0	OG0001734	Hsap	13.0	Hsap,Atha
Mlei|ML017311a-RA	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_13571T0	OG0001734	Hsap	13.0	Hsap,Atha
Sarc|SARC_15197T0	OG0001734	Hsap	13.0	Hsap,Atha
Spun|SPPG_08078T1	OG0001734	Hsap	13.0	Hsap,Atha
Spom|SPBC4B4.03.1	OG0001734	Hsap	13.0	Hsap,Atha
Cfra|CFRG2142T1	OG0001734	Hsap	13.0	Hsap,Atha
Hsap|ENST00000296302	OG0001734	Hsap	13.0	Hsap,Atha
Skow|rna4016	OG0001734	Hsap	13.0	Hsap,Atha
Skow|rna4015	OG0001734	Hsap	13.0	Hsap,Atha
Dmel|FBtr0084740	OG0001734	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE15951	OG0001734	Hsap	13.0	Hsap,Atha
Cowc|CAOG_04193T0	OG0001734	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_127277	OG0001734	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000007347	OG0001734	Hsap	13.0	Hsap,Atha
Ihof|evm27s2	OG0001734	Hsap	13.0	Hsap,Atha
Aque|PAC15712069	OG0001735	Hsap	13.0	Hsap,Atha
Ngru|EFC35973	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000376537	OG0001735	Hsap	13.0	Hsap,Atha
Tadh|TriadT49955	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15699349	OG0001735	Hsap	13.0	Hsap,Atha
Skow|rna14537	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15703550	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15704942	OG0001735	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE17279	OG0001735	Hsap	13.0	Hsap,Atha
Tgon|TGME49_000280	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15698671	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000376499	OG0001735	Hsap	13.0	Hsap,Atha
Clim|evm17s5	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15698645	OG0001735	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE3933	OG0001735	Hsap	13.0	Hsap,Atha
Cfra|CFRG1781T1	OG0001735	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000017742	OG0001735	Hsap	13.0	Hsap,Atha
Lgig|LotgiT161296	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15703849	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15704089	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15698532	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15703959	OG0001735	Hsap	13.0	Hsap,Atha
Ocar|g4940	OG0001735	Hsap	13.0	Hsap,Atha
Sarc|SARC_01206T0	OG0001735	Hsap	13.0	Hsap,Atha
Lgig|LotgiT206444	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000559929	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15701812	OG0001735	Hsap	13.0	Hsap,Atha
Ihof|evm2s493	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15699445	OG0001735	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE3979	OG0001735	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000017756	OG0001735	Hsap	13.0	Hsap,Atha
Cfra|CFRG3579T1	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15702200	OG0001735	Hsap	13.0	Hsap,Atha
Nvec|EDO42310	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15712073	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15704731	OG0001735	Hsap	13.0	Hsap,Atha
Sarc|SARC_11384T0	OG0001735	Hsap	13.0	Hsap,Atha
Nk52|evm20s2635	OG0001735	Hsap	13.0	Hsap,Atha
Ngru|EFC49783	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15707691	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15708097	OG0001735	Hsap	13.0	Hsap,Atha
Mlei|ML030526a-RA	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000246112	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000590536	OG0001735	Hsap	13.0	Hsap,Atha
Hsap|ENST00000586742	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15698930	OG0001735	Hsap	13.0	Hsap,Atha
Nvec|EDO29280	OG0001735	Hsap	13.0	Hsap,Atha
Dmel|FBtr0084966	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15708091	OG0001735	Hsap	13.0	Hsap,Atha
Aque|PAC15701133	OG0001735	Hsap	13.0	Hsap,Atha
Ihof|evm1s357	OG0001735	Hsap	13.0	Hsap,Atha
Mbre|EDQ86122	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD76565	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_036020	OG0001736	Hsap	13.0	Hsap,Atha
Aque|PAC15722665	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD81237	OG0001736	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000009076	OG0001736	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE12924	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD72960	OG0001736	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE23478	OG0001736	Hsap	13.0	Hsap,Atha
Nk52|evm3s2635	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML040413a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD75357	OG0001736	Hsap	13.0	Hsap,Atha
Ihof|evm7s172	OG0001736	Hsap	13.0	Hsap,Atha
Nvec|EDO31558	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_066370	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD83009	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD83708	OG0001736	Hsap	13.0	Hsap,Atha
Nvec|EDO42032	OG0001736	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_27070	OG0001736	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE23468	OG0001736	Hsap	13.0	Hsap,Atha
Lgig|LotgiT175816	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD75971	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_025140	OG0001736	Hsap	13.0	Hsap,Atha
Skow|rna18517	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD80026	OG0001736	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_72138	OG0001736	Hsap	13.0	Hsap,Atha
Dmel|FBtr0075361	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD78216	OG0001736	Hsap	13.0	Hsap,Atha
Sarc|SARC_05559T0	OG0001736	Hsap	13.0	Hsap,Atha
Nvec|EDO47659	OG0001736	Hsap	13.0	Hsap,Atha
Nk52|evm1s48	OG0001736	Hsap	13.0	Hsap,Atha
Ocar|g1942	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML16888a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML26624a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_001690	OG0001736	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000032397	OG0001736	Hsap	13.0	Hsap,Atha
Tadh|TriadT30196	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML30552a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML30553a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_060220	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD83025	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD83024	OG0001736	Hsap	13.0	Hsap,Atha
Mlei|ML19673a-RA	OG0001736	Hsap	13.0	Hsap,Atha
Hsap|ENST00000302174	OG0001736	Hsap	13.0	Hsap,Atha
Sarc|SARC_12317T0	OG0001736	Hsap	13.0	Hsap,Atha
Clim|evm46s253	OG0001736	Hsap	13.0	Hsap,Atha
Skow|rna17942	OG0001736	Hsap	13.0	Hsap,Atha
Sros|EGD80216	OG0001736	Hsap	13.0	Hsap,Atha
Tgon|TGME49_047220	OG0001736	Hsap	13.0	Hsap,Atha
Mbre|EDQ88032	OG0001736	Hsap	13.0	Hsap,Atha
Lgig|LotgiT117098	OG0001736	Hsap	13.0	Hsap,Atha
Esil|Esi0003_0298.1	OG0001737	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_38539	OG0001737	Hsap	13.0	Hsap,Atha
Lgig|LotgiT126609	OG0001737	Hsap	13.0	Hsap,Atha
Cvar|gw1.1.589.1	OG0001737	Hsap	13.0	Hsap,Atha
Sarc|SARC_02586T0	OG0001737	Hsap	13.0	Hsap,Atha
Nk52|evm1s1705	OG0001737	Hsap	13.0	Hsap,Atha
Sarc|SARC_07467T0	OG0001737	Hsap	13.0	Hsap,Atha
Aque|PAC15719104	OG0001737	Hsap	13.0	Hsap,Atha
Mbre|EDQ89928	OG0001737	Hsap	13.0	Hsap,Atha
Ihof|evm2s21	OG0001737	Hsap	13.0	Hsap,Atha
Mlei|ML108013a-RA	OG0001737	Hsap	13.0	Hsap,Atha
Spun|SPPG_07533T0	OG0001737	Hsap	13.0	Hsap,Atha
Tadh|TriadT50037	OG0001737	Hsap	13.0	Hsap,Atha
Sros|EGD77838	OG0001737	Hsap	13.0	Hsap,Atha
Sros|EGD73296	OG0001737	Hsap	13.0	Hsap,Atha
Skow|rna1194	OG0001737	Hsap	13.0	Hsap,Atha
Mlei|ML031710a-RA	OG0001737	Hsap	13.0	Hsap,Atha
Tadh|TriadT35097	OG0001737	Hsap	13.0	Hsap,Atha
Falb|H696_03809T0	OG0001737	Hsap	13.0	Hsap,Atha
Cfra|CFRG8521T1	OG0001737	Hsap	13.0	Hsap,Atha
Atha|AT5G53350.1	OG0001737	Hsap	13.0	Hsap,Atha
Mver|MVEG_12223T0	OG0001737	Hsap	13.0	Hsap,Atha
Cowc|CAOG_01548T0	OG0001737	Hsap	13.0	Hsap,Atha
Mbre|EDQ89708	OG0001737	Hsap	13.0	Hsap,Atha
Ocar|g9663	OG0001737	Hsap	13.0	Hsap,Atha
Mver|MVEG_05802T0	OG0001737	Hsap	13.0	Hsap,Atha
Gpro|mRNA_2546	OG0001737	Hsap	13.0	Hsap,Atha
Hsap|ENST00000300107	OG0001737	Hsap	13.0	Hsap,Atha
Ttra|AMSG_00373T0	OG0001737	Hsap	13.0	Hsap,Atha
Atha|AT5G49840.1	OG0001737	Hsap	13.0	Hsap,Atha
Nvec|EDO46229	OG0001737	Hsap	13.0	Hsap,Atha
Ppat|PP1S171_84V6.1	OG0001737	Hsap	13.0	Hsap,Atha
Ttra|AMSG_01433T0	OG0001737	Hsap	13.0	Hsap,Atha
Ppat|PP1S163_100V6.1	OG0001737	Hsap	13.0	Hsap,Atha
Cneo|CNAG_01343T0	OG0001737	Hsap	13.0	Hsap,Atha
Dmel|FBtr0344261	OG0001737	Hsap	13.0	Hsap,Atha
Crei|EDO99845	OG0001737	Hsap	13.0	Hsap,Atha
Pinf|PITG_20296T0	OG0001737	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000011297	OG0001737	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE22893	OG0001737	Hsap	13.0	Hsap,Atha
Cfra|CFRG3916T1	OG0001737	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000006553	OG0001737	Hsap	13.0	Hsap,Atha
